location,area_type,availability_status,total_sqft,bhk,bath,balcony,price,sqft_per_bhk,bath_per_bhk
Hennur,Built-up Area,Ready To Move,1100.0,2.0,2.0,1.0,6000000.0,550.0,1.0
Electronic City Phase II,Super built-up Area,Under Construction,1065.0,2.0,2.0,1.0,3075000.0,532.5,1.0
7th Phase JP Nagar,Built-up Area,Ready To Move,1575.0,3.0,2.0,2.0,12000000.0,525.0,0.6666666666666666
Hennur Road,Super built-up Area,Ready To Move,1975.0,3.0,3.0,3.0,12300000.0,658.3333333333334,1.0
other,Super built-up Area,Ready To Move,820.0,2.0,2.0,2.0,2400000.0,410.0,1.0
Gubbalala,Super built-up Area,Ready To Move,1745.0,3.0,3.0,2.0,11000000.0,581.6666666666666,1.0
Nagarbhavi,Super built-up Area,Ready To Move,1223.0,2.0,2.0,1.0,6000000.0,611.5,1.0
Basaveshwara Nagar,Super built-up Area,Ready To Move,1200.0,2.0,2.0,0.0,9000000.0,600.0,1.0
Binny Pete,Super built-up Area,Under Construction,665.0,1.0,1.0,1.0,4608000.0,665.0,1.0
Bharathi Nagar,Super built-up Area,Ready To Move,1351.0,2.0,2.0,2.0,7000000.0,675.5,1.0
Hebbal,Super built-up Area,Under Construction,1355.0,3.0,3.0,1.0,8387000.0,451.6666666666667,1.0
Sector 7 HSR Layout,Built-up Area,Ready To Move,3900.0,3.0,3.0,2.0,30000000.0,1300.0,1.0
Thanisandra,Super built-up Area,Under Construction,1588.0,3.0,3.0,1.0,7555000.0,529.3333333333334,1.0
Amruthahalli,Carpet Area,Ready To Move,900.0,2.0,2.0,1.0,6000000.0,450.0,1.0
Harlur,Built-up Area,Under Construction,3385.0,4.0,4.0,0.0,26000000.0,846.25,1.0
Panathur,Super built-up Area,Ready To Move,1370.0,3.0,2.0,2.0,7500000.0,456.6666666666667,0.6666666666666666
Whitefield,Plot Area,Under Construction,1500.0,3.0,3.0,1.0,7180000.0,500.0,1.0
other,Super built-up Area,Ready To Move,2280.0,3.0,3.0,0.0,28500000.0,760.0,1.0
Kanakpura Road,Super built-up Area,Under Construction,1100.0,3.0,3.0,2.0,5300000.0,366.6666666666667,1.0
other,Super built-up Area,Under Construction,2000.0,3.0,3.0,2.0,20000000.0,666.6666666666666,1.0
Balagere,Super built-up Area,Under Construction,1020.07,2.0,2.0,1.0,6838000.0,510.035,1.0
other,Super built-up Area,Under Construction,1033.0,3.0,2.0,2.0,3200000.0,344.3333333333333,0.6666666666666666
other,Built-up Area,Ready To Move,1460.0,3.0,2.0,3.0,7300000.0,486.6666666666667,0.6666666666666666
Garudachar Palya,Super built-up Area,Ready To Move,1150.0,2.0,2.0,2.0,5280000.0,575.0,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,5965.0,5.0,5.0,0.0,38500000.0,1193.0,1.0
Babusapalaya,Super built-up Area,Ready To Move,1141.0,2.0,2.0,1.0,4600000.0,570.5,1.0
Yelahanka,Super built-up Area,Ready To Move,2912.5,4.0,6.0,0.0,12550000.0,728.125,1.5
Doddaballapur,Plot Area,Ready To Move,4200.0,4.0,4.0,3.0,32500000.0,1050.0,1.0
Kanakapura,Super built-up Area,Under Construction,1295.0,2.0,2.0,2.0,6400000.0,647.5,1.0
Haralur Road,Super built-up Area,Under Construction,1230.0,2.0,2.0,1.0,7800000.0,615.0,1.0
other,Super built-up Area,Ready To Move,1080.0,3.0,2.0,2.0,7500000.0,360.0,0.6666666666666666
Kaggalipura,Super built-up Area,Ready To Move,1000.0,2.0,2.0,1.0,6000000.0,500.0,1.0
Whitefield,Super built-up Area,Under Construction,630.5,1.0,1.0,0.0,3279000.0,630.5,1.0
Rayasandra,Super built-up Area,Under Construction,1708.0,3.0,3.0,2.0,7500000.0,569.3333333333334,1.0
Thanisandra,Super built-up Area,Ready To Move,1697.0,3.0,3.0,2.0,11500000.0,565.6666666666666,1.0
Whitefield,Super built-up Area,Ready To Move,3537.0,4.0,5.0,3.0,21000000.0,884.25,1.25
Hosa Road,Super built-up Area,Under Construction,615.0,1.0,1.0,1.0,2829000.0,615.0,1.0
Banashankari,Built-up Area,Ready To Move,1350.0,3.0,2.0,0.0,8300000.0,450.0,0.6666666666666666
Gottigere,Super built-up Area,Ready To Move,1460.0,3.0,2.0,2.0,6500000.0,486.6666666666667,0.6666666666666666
Bommasandra,Super built-up Area,Under Construction,1035.0,2.0,2.0,1.0,4143000.0,517.5,1.0
other,Super built-up Area,Ready To Move,2400.0,3.0,2.0,1.0,15000000.0,800.0,0.6666666666666666
Hosur Road,Super built-up Area,Ready To Move,460.0,1.0,1.0,1.0,2100000.0,460.0,1.0
Whitefield,Super built-up Area,Ready To Move,1285.0,2.0,2.0,2.0,5590000.0,642.5,1.0
Sarjapur,Plot Area,Ready To Move,1200.0,3.0,3.0,2.0,7800000.0,400.0,1.0
other,Built-up Area,Ready To Move,1070.0,2.0,2.0,1.0,3500000.0,535.0,1.0
Hegde Nagar,Super built-up Area,Ready To Move,1801.0,3.0,3.0,2.0,14000000.0,600.3333333333334,1.0
Whitefield,Super built-up Area,Under Construction,1697.0,3.0,3.0,2.0,11500000.0,565.6666666666666,1.0
AECS Layout,Super built-up Area,Ready To Move,1199.0,2.0,2.0,2.0,6500000.0,599.5,1.0
Mysore Road,Super built-up Area,Ready To Move,1340.0,3.0,2.0,3.0,6431000.0,446.6666666666667,0.6666666666666666
Marathahalli,Super built-up Area,Ready To Move,3800.0,4.0,4.0,3.0,20500000.0,950.0,1.0
other,Super built-up Area,Ready To Move,1125.0,2.0,2.0,1.0,7500000.0,562.5,1.0
Anandapura,Plot Area,Ready To Move,1200.0,2.0,2.0,1.0,6700000.0,600.0,1.0
Nagarbhavi,Built-up Area,Ready To Move,956.0,2.0,2.0,1.0,4900000.0,478.0,1.0
Sarjapur,Super built-up Area,Ready To Move,1000.0,2.0,2.0,2.0,3000000.0,500.0,1.0
other,Built-up Area,Ready To Move,1596.0,3.0,3.0,0.0,9500000.0,532.0,1.0
other,Built-up Area,Ready To Move,1639.0,3.0,3.0,3.0,12300000.0,546.3333333333334,1.0
Electronic City Phase II,Super built-up Area,Ready To Move,1219.0,2.0,2.0,1.0,6125000.0,609.5,1.0
Uttarahalli,Built-up Area,Ready To Move,1200.0,3.0,3.0,1.0,5000000.0,400.0,1.0
Bannerghatta Road,Super built-up Area,Ready To Move,1218.0,2.0,2.0,1.0,7300000.0,609.0,1.0
other,Super built-up Area,Ready To Move,920.0,2.0,2.0,3.0,3700000.0,460.0,1.0
Yeshwanthpur,Super built-up Area,Ready To Move,2559.0,3.0,3.0,2.0,14100000.0,853.0,1.0
Bannerghatta Road,Super built-up Area,Under Construction,1427.0,3.0,2.0,2.0,4851000.0,475.6666666666667,0.6666666666666666
Kothannur,Super built-up Area,Under Construction,1270.0,3.0,3.0,2.0,4500000.0,423.3333333333333,1.0
Ramagondanahalli,Built-up Area,Ready To Move,920.0,2.0,2.0,3.0,6500000.0,460.0,1.0
Dommasandra,Built-up Area,Ready To Move,2700.0,4.0,3.0,2.0,6800000.0,675.0,0.75
other,Super built-up Area,Ready To Move,1740.0,3.0,3.0,2.0,19900000.0,580.0,1.0
other,Carpet Area,Ready To Move,1372.0,3.0,2.0,1.0,9000000.0,457.3333333333333,0.6666666666666666
Nehru Nagar,Super built-up Area,Ready To Move,2363.0,4.0,5.0,2.0,12000000.0,590.75,1.25
Marathahalli,Super built-up Area,Ready To Move,3895.0,4.0,4.0,3.0,22000000.0,973.75,1.0
Jakkur,Super built-up Area,Under Construction,1950.0,3.0,3.0,2.0,13100000.0,650.0,1.0
other,Built-up Area,Ready To Move,885.0,2.0,2.0,3.0,4000000.0,442.5,1.0
Yelahanka,Built-up Area,Ready To Move,600.0,2.0,2.0,2.0,2700000.0,300.0,1.0
Kanakpura Road,Super built-up Area,Ready To Move,1339.0,2.0,2.0,2.0,6200000.0,669.5,1.0
Whitefield,Super built-up Area,Ready To Move,1130.0,2.0,2.0,1.0,3600000.0,565.0,1.0
Uttarahalli,Built-up Area,Ready To Move,1085.0,2.0,2.0,2.0,4300000.0,542.5,1.0
Yeshwanthpur,Built-up Area,Ready To Move,1430.0,3.0,3.0,2.0,7200000.0,476.6666666666667,1.0
other,Super built-up Area,Ready To Move,6200.0,5.0,5.0,0.0,72000000.0,1240.0,1.0
other,Super built-up Area,Ready To Move,1490.0,3.0,2.0,1.0,5960000.0,496.6666666666667,0.6666666666666666
other,Built-up Area,Ready To Move,1650.0,4.0,4.0,0.0,9900000.0,412.5,1.0
Bellandur,Super built-up Area,Ready To Move,1286.0,2.0,2.0,2.0,5700000.0,643.0,1.0
other,Built-up Area,Ready To Move,925.0,2.0,2.0,2.0,6300000.0,462.5,1.0
Bellandur,Super built-up Area,Ready To Move,3016.0,4.0,4.0,3.0,23000000.0,754.0,1.0
Haralur Road,Built-up Area,Ready To Move,1000.0,2.0,2.0,2.0,4400000.0,500.0,1.0
Whitefield,Super built-up Area,Ready To Move,1215.0,2.0,2.0,2.0,3900000.0,607.5,1.0
other,Plot Area,Ready To Move,1200.0,4.0,3.0,1.0,9500000.0,300.0,0.75
Lakshminarayana Pura,Super built-up Area,Ready To Move,1336.0,2.0,2.0,2.0,10000000.0,668.0,1.0
Yeshwanthpur,Super built-up Area,Ready To Move,673.0,1.0,1.0,1.0,3685000.0,673.0,1.0
Anandapura,Plot Area,Ready To Move,1200.0,2.0,2.0,1.0,5800000.0,600.0,1.0
Malleshwaram,Super built-up Area,Ready To Move,1600.0,3.0,3.0,3.0,16000000.0,533.3333333333334,1.0
other,Plot Area,Ready To Move,1200.0,2.0,2.0,0.0,7900000.0,600.0,1.0
other,Super built-up Area,Under Construction,2500.0,3.0,3.0,0.0,27000000.0,833.3333333333334,1.0
Devanahalli,Plot Area,Ready To Move,2400.0,5.0,5.0,3.0,10000000.0,480.0,1.0
Sector 2 HSR Layout,Super built-up Area,Ready To Move,1143.0,2.0,2.0,2.0,6500000.0,571.5,1.0
Kanakpura Road,Super built-up Area,Ready To Move,1470.0,2.0,2.0,2.0,6174000.0,735.0,1.0
other,Plot Area,Ready To Move,1584.0,4.0,3.0,2.0,14500000.0,396.0,0.75
Marathahalli,Super built-up Area,Ready To Move,1785.0,3.0,3.0,2.0,9400000.0,595.0,1.0
Koramangala,Super built-up Area,Ready To Move,2292.0,3.0,3.0,2.0,28600000.0,764.0,1.0
Kothanur,Super built-up Area,Ready To Move,1460.0,3.0,3.0,3.0,7100000.0,486.6666666666667,1.0
Kasturi Nagar,Super built-up Area,Ready To Move,1500.0,3.0,2.0,3.0,8000000.0,500.0,0.6666666666666666
Sanjay nagar,Built-up Area,Ready To Move,3300.0,5.0,3.0,0.0,25000000.0,660.0,0.6
Chikkalasandra,Super built-up Area,Ready To Move,1230.0,2.0,2.0,2.0,4800000.0,615.0,1.0
Yelahanka New Town,Super built-up Area,Ready To Move,650.0,1.0,1.0,1.0,2000000.0,650.0,1.0
other,Super built-up Area,Ready To Move,1570.0,3.0,3.0,1.0,11500000.0,523.3333333333334,1.0
other,Built-up Area,Ready To Move,3000.0,3.0,3.0,3.0,40000000.0,1000.0,1.0
Mallasandra,Super built-up Area,Ready To Move,1665.0,3.0,3.0,2.0,8691000.0,555.0,1.0
Ramamurthy Nagar,Plot Area,Ready To Move,1100.0,2.0,2.0,0.0,6800000.0,550.0,1.0
Kathriguppe,Super built-up Area,Ready To Move,1350.0,3.0,2.0,1.0,8701000.0,450.0,0.6666666666666666
Kasavanhalli,Built-up Area,Ready To Move,1719.0,3.0,3.0,2.0,11600000.0,573.0,1.0
Budigere,Super built-up Area,Ready To Move,664.0,1.0,1.0,1.0,3500000.0,664.0,1.0
Sonnenahalli,Super built-up Area,Under Construction,1011.0,2.0,2.0,1.0,5053000.0,505.5,1.0
other,Built-up Area,Ready To Move,2400.0,6.0,6.0,0.0,13000000.0,400.0,1.0
other,Super built-up Area,Ready To Move,1680.0,3.0,3.0,2.0,8500000.0,560.0,1.0
Yeshwanthpur,Super built-up Area,Ready To Move,717.0,2.0,2.0,0.0,4947500.0,358.5,1.0
Uttarahalli,Carpet Area,Ready To Move,1350.0,3.0,2.0,2.0,5300000.0,450.0,0.6666666666666666
Hennur,Super built-up Area,Ready To Move,1231.0,2.0,2.0,2.0,4800000.0,615.5,1.0
Munnekollal,Built-up Area,Ready To Move,1560.0,3.0,3.0,3.0,7500000.0,520.0,1.0
other,Super built-up Area,Ready To Move,1464.0,2.0,2.0,2.0,5600000.0,732.0,1.0
Kanakpura Road,Plot Area,Ready To Move,2200.0,3.0,3.0,2.0,13000000.0,733.3333333333334,1.0
other,Built-up Area,Ready To Move,850.0,2.0,2.0,2.0,5500000.0,425.0,1.0
other,Built-up Area,Ready To Move,1750.0,3.0,3.0,1.0,18000000.0,583.3333333333334,1.0
1st Phase JP Nagar,Super built-up Area,Ready To Move,2024.0,3.0,3.0,0.0,15700000.0,674.6666666666666,1.0
other,Plot Area,Ready To Move,1500.0,2.0,1.0,0.0,16000000.0,750.0,0.5
other,Plot Area,Ready To Move,2100.0,6.0,6.0,0.0,27500000.0,350.0,1.0
Kodihalli,Super built-up Area,Ready To Move,2408.0,3.0,4.0,2.0,26000000.0,802.6666666666666,1.3333333333333333
Devanahalli,Super built-up Area,Ready To Move,1080.0,2.0,2.0,1.0,4400000.0,540.0,1.0
Indira Nagar,Super built-up Area,Ready To Move,2070.0,3.0,3.0,2.0,22500000.0,690.0,1.0
Electronic City,Built-up Area,Under Construction,1020.0,2.0,2.0,1.0,2946000.0,510.0,1.0
Begur Road,Super built-up Area,Ready To Move,1500.0,3.0,2.0,3.0,5500000.0,500.0,0.6666666666666666
other,Plot Area,Ready To Move,1575.0,4.0,5.0,1.0,15800000.0,393.75,1.25
Uttarahalli,Super built-up Area,Ready To Move,1175.0,2.0,2.0,1.0,4700000.0,587.5,1.0
Channasandra,Super built-up Area,Ready To Move,1030.0,2.0,2.0,1.0,3450000.0,515.0,1.0
Hebbal,Super built-up Area,Under Construction,1440.0,2.0,2.0,1.0,11500000.0,720.0,1.0
Hoodi,Built-up Area,Ready To Move,1500.0,2.0,2.0,1.0,8400000.0,750.0,1.0
Thanisandra,Plot Area,Ready To Move,1380.0,1.0,1.0,1.0,6210000.0,1380.0,1.0
other,Built-up Area,Ready To Move,1200.0,2.0,2.0,3.0,5000000.0,600.0,1.0
other,Built-up Area,Ready To Move,705.0,1.0,1.0,2.0,3650000.0,705.0,1.0
Harlur,Super built-up Area,Ready To Move,2240.0,3.0,5.0,2.0,15500000.0,746.6666666666666,1.6666666666666667
Hegde Nagar,Super built-up Area,Ready To Move,1584.01,3.0,3.0,1.0,10300000.0,528.0033333333333,1.0
other,Super built-up Area,Ready To Move,1340.0,3.0,3.0,3.0,7700000.0,446.6666666666667,1.0
other,Super built-up Area,Ready To Move,1800.0,3.0,3.0,2.0,7000000.0,600.0,1.0
R.T. Nagar,Super built-up Area,Ready To Move,1200.0,2.0,2.0,3.0,4500000.0,600.0,1.0
Sarjapur  Road,Super built-up Area,Under Construction,685.0,1.0,1.0,1.0,4000000.0,685.0,1.0
other,Super built-up Area,Ready To Move,925.0,2.0,2.0,3.0,4200000.0,462.5,1.0
other,Super built-up Area,Ready To Move,1230.0,2.0,2.0,2.0,5700000.0,615.0,1.0
Kodichikkanahalli,Super built-up Area,Ready To Move,1125.0,2.0,2.0,1.0,5200000.0,562.5,1.0
Hebbal,Super built-up Area,Ready To Move,1100.0,2.0,2.0,1.0,5400000.0,550.0,1.0
Jigani,Plot Area,Under Construction,2400.0,3.0,3.0,2.0,14900000.0,800.0,1.0
Electronic City Phase II,Super built-up Area,Under Construction,1400.0,3.0,2.0,2.0,4158000.0,466.6666666666667,0.6666666666666666
Jakkur,Super built-up Area,Ready To Move,1858.0,3.0,3.0,1.0,9830000.0,619.3333333333334,1.0
other,Plot Area,Ready To Move,1260.0,1.0,1.0,1.0,4100000.0,1260.0,1.0
Ambedkar Nagar,Built-up Area,Ready To Move,3530.0,4.0,4.0,2.0,29000000.0,882.5,1.0
HSR Layout,Super built-up Area,Ready To Move,1185.0,2.0,2.0,2.0,6000000.0,592.5,1.0
Hennur,Super built-up Area,Ready To Move,1255.0,2.0,2.0,1.0,5800000.0,627.5,1.0
Rajaji Nagar,Super built-up Area,Ready To Move,3436.0,4.0,6.0,3.0,47500000.0,859.0,1.5
Kudlu Gate,Built-up Area,Ready To Move,1335.0,3.0,3.0,2.0,8900000.0,445.0,1.0
Dodda Nekkundi,Super built-up Area,Ready To Move,1999.0,3.0,3.0,2.0,13200000.0,666.3333333333334,1.0
other,Plot Area,Ready To Move,1200.0,2.0,2.0,1.0,12500000.0,600.0,1.0
Kundalahalli,Super built-up Area,Ready To Move,1397.0,3.0,3.0,2.0,11000000.0,465.6666666666667,1.0
Cooke Town,Super built-up Area,Ready To Move,3950.0,4.0,4.0,0.0,45000000.0,987.5,1.0
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1140.0,2.0,2.0,2.0,3854999.9999999995,570.0,1.0
Kanakpura Road,Super built-up Area,Under Construction,525.0,1.0,1.0,1.0,3000000.0,525.0,1.0
Balagere,Super built-up Area,Under Construction,1205.47,2.0,2.0,1.0,8100000.0,602.735,1.0
other,Plot Area,Ready To Move,1200.0,3.0,3.0,2.0,13000000.0,400.0,1.0
Electronic City,Super built-up Area,Ready To Move,1700.0,3.0,3.0,2.0,7500000.0,566.6666666666666,1.0
Kanakpura Road,Super built-up Area,Under Construction,1090.0,2.0,2.0,1.0,5454000.0,545.0,1.0
Yeshwanthpur,Super built-up Area,Ready To Move,3600.0,4.0,5.0,0.0,22000000.0,900.0,1.25
Thanisandra,Super built-up Area,Under Construction,923.0,1.0,1.0,1.0,6084000.0,923.0,1.0
other,Super built-up Area,Under Construction,3595.0,4.0,6.0,2.0,36000000.0,898.75,1.5
Whitefield,Super built-up Area,Ready To Move,1495.0,2.0,2.0,2.0,7950000.0,747.5,1.0
Narayanapura,Built-up Area,Ready To Move,1485.0,3.0,3.0,2.0,8500000.0,495.0,1.0
Dommasandra,Super built-up Area,Under Construction,1033.0,3.0,2.0,2.0,3150000.0,344.3333333333333,0.6666666666666666
Electronic City,Super built-up Area,Ready To Move,1400.0,3.0,2.0,1.0,4800000.0,466.6666666666667,0.6666666666666666
Indira Nagar,Built-up Area,Ready To Move,500.0,1.0,1.0,0.0,7000000.0,500.0,1.0
Whitefield,Built-up Area,Ready To Move,3250.0,5.0,5.0,0.0,29000000.0,650.0,1.0
Whitefield,Super built-up Area,Under Construction,1216.0,2.0,2.0,1.0,6648000.0,608.0,1.0
other,Super built-up Area,Ready To Move,1100.0,2.0,2.0,1.0,3950000.0,550.0,1.0
Thanisandra,Super built-up Area,Ready To Move,1743.0,3.0,3.0,2.0,9325000.0,581.0,1.0
Yelahanka,Super built-up Area,Ready To Move,1274.0,2.0,2.0,2.0,4842000.0,637.0,1.0
other,Super built-up Area,Ready To Move,3100.0,4.0,5.0,1.0,38500000.0,775.0,1.25
Cox Town,Super built-up Area,Ready To Move,1650.0,3.0,3.0,3.0,10000000.0,550.0,1.0
Doddathoguru,Built-up Area,Ready To Move,1875.0,3.0,3.0,1.0,5500000.0,625.0,1.0
Whitefield,Built-up Area,Ready To Move,1350.0,3.0,3.0,2.0,5400000.0,450.0,1.0
other,Super built-up Area,Ready To Move,1219.0,2.0,2.0,2.0,4000000.0,609.5,1.0
other,Plot Area,Ready To Move,1200.0,4.0,4.0,1.0,15000000.0,300.0,1.0
Sarjapura - Attibele Road,Plot Area,Ready To Move,2400.0,3.0,3.0,3.0,8500000.0,800.0,1.0
Hormavu,Super built-up Area,Ready To Move,1141.0,2.0,2.0,1.0,4440000.0,570.5,1.0
Anandapura,Super built-up Area,Ready To Move,1151.0,2.0,2.0,1.0,4310000.0,575.5,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,915.0,2.0,2.0,1.0,3800000.0,457.5,1.0
other,Plot Area,Ready To Move,3259.0,3.0,3.0,0.0,27000000.0,1086.3333333333333,1.0
Bannerghatta Road,Super built-up Area,Under Construction,1115.0,2.0,2.0,1.0,6512000.0,557.5,1.0
Thigalarapalya,Super built-up Area,Ready To Move,2072.0,3.0,4.0,2.0,13900000.0,690.6666666666666,1.3333333333333333
Kaggadasapura,Super built-up Area,Ready To Move,1200.0,2.0,2.0,2.0,5300000.0,600.0,1.0
Singasandra,Super built-up Area,Ready To Move,1300.0,2.0,2.0,2.0,6500000.0,650.0,1.0
Bellandur,Super built-up Area,Ready To Move,1457.0,2.0,2.0,2.0,8500000.0,728.5,1.0
Ananth Nagar,Super built-up Area,Under Construction,900.0,2.0,2.0,2.0,2250000.0,450.0,1.0
Attibele,Built-up Area,Ready To Move,420.0,1.0,1.0,1.0,1700000.0,420.0,1.0
Kanakapura,Super built-up Area,Ready To Move,1160.0,2.0,2.0,1.0,4639000.0,580.0,1.0
Kasavanhalli,Super built-up Area,Ready To Move,1115.0,2.0,2.0,2.0,5000000.0,557.5,1.0
JP Nagar,Built-up Area,Ready To Move,1315.0,3.0,2.0,1.0,8540000.0,438.3333333333333,0.6666666666666666
Babusapalaya,Built-up Area,Ready To Move,1500.0,2.0,2.0,2.0,5700000.0,750.0,1.0
HSR Layout,Super built-up Area,Ready To Move,1127.0,2.0,2.0,1.0,6800000.0,563.5,1.0
Kundalahalli,Super built-up Area,Under Construction,1397.0,3.0,3.0,2.0,10400000.0,465.6666666666667,1.0
Whitefield,Built-up Area,Under Construction,1173.0,2.0,2.0,1.0,6000000.0,586.5,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,2720.0,3.0,5.0,0.0,21000000.0,906.6666666666666,1.6666666666666667
Jakkur,Super built-up Area,Under Construction,1230.0,2.0,2.0,1.0,7600000.0,615.0,1.0
other,Super built-up Area,Ready To Move,3200.0,4.0,3.0,3.0,19000000.0,800.0,0.75
Talaghattapura,Super built-up Area,Under Construction,1868.0,3.0,3.0,1.0,12100000.0,622.6666666666666,1.0
Uttarahalli,Super built-up Area,Ready To Move,1689.28,3.0,3.0,2.0,9120000.0,563.0933333333334,1.0
Banashankari,Super built-up Area,Ready To Move,1425.0,3.0,3.0,3.0,4988000.0,475.0,1.0
other,Plot Area,Ready To Move,1350.0,2.0,2.0,1.0,10000000.0,675.0,1.0
Channasandra,Built-up Area,Ready To Move,4200.0,6.0,6.0,0.0,18000000.0,700.0,1.0
other,Super built-up Area,Ready To Move,970.0,2.0,2.0,1.0,4000000.0,485.0,1.0
Kundalahalli,Super built-up Area,Under Construction,1397.0,3.0,3.0,3.0,10800000.0,465.6666666666667,1.0
Sarjapur,Super built-up Area,Under Construction,1157.0,2.0,2.0,1.0,4000000.0,578.5,1.0
Kasavanhalli,Super built-up Area,Ready To Move,1125.0,2.0,2.0,1.0,6120000.0,562.5,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,1241.0,2.0,2.0,1.0,8200000.0,620.5,1.0
Binny Pete,Super built-up Area,Under Construction,660.0,1.0,1.0,1.0,6200000.0,660.0,1.0
Marathahalli,Built-up Area,Ready To Move,4000.0,4.0,4.0,3.0,22000000.0,1000.0,1.0
Rajiv Nagar,Super built-up Area,Ready To Move,2340.0,4.0,4.0,1.0,14800000.0,585.0,1.0
other,Built-up Area,Ready To Move,596.0,1.0,1.0,1.0,4200000.0,596.0,1.0
other,Super built-up Area,Ready To Move,10000.0,16.0,16.0,0.0,55000000.0,625.0,1.0
other,Plot Area,Ready To Move,1200.0,4.0,4.0,3.0,11000000.0,300.0,1.0
other,Super built-up Area,Ready To Move,1910.0,3.0,3.0,1.0,19000000.0,636.6666666666666,1.0
Brookefield,Super built-up Area,Ready To Move,1139.0,2.0,2.0,2.0,8000000.0,569.5,1.0
Thigalarapalya,Super built-up Area,Ready To Move,3122.0,4.0,5.0,2.0,22500000.0,780.5,1.25
Sarjapura - Attibele Road,Super built-up Area,Under Construction,1033.0,2.0,2.0,2.0,2841000.0,516.5,1.0
Yeshwanthpur,Super built-up Area,Ready To Move,1168.0,2.0,2.0,2.0,6408000.0,584.0,1.0
Electronics City Phase 1,Built-up Area,Under Construction,1340.0,2.0,2.0,2.0,7500000.0,670.0,1.0
other,Built-up Area,Ready To Move,1405.0,3.0,2.0,2.0,7000000.0,468.3333333333333,0.6666666666666666
other,Super built-up Area,Ready To Move,1800.0,3.0,3.0,3.0,6500000.0,600.0,1.0
other,Built-up Area,Ready To Move,1750.0,3.0,3.0,3.0,14900000.0,583.3333333333334,1.0
other,Super built-up Area,Ready To Move,1360.0,3.0,2.0,1.0,6500000.0,453.3333333333333,0.6666666666666666
other,Super built-up Area,Under Construction,985.0,2.0,2.0,1.0,6300000.0,492.5,1.0
other,Super built-up Area,Under Construction,1300.0,2.0,2.0,1.0,12900000.0,650.0,1.0
7th Phase JP Nagar,Super built-up Area,Ready To Move,1850.0,3.0,3.0,2.0,15000000.0,616.6666666666666,1.0
other,Super built-up Area,Ready To Move,1490.0,3.0,2.0,3.0,8800000.0,496.6666666666667,0.6666666666666666
other,Super built-up Area,Ready To Move,620.0,2.0,1.0,1.0,2500000.0,310.0,0.5
Hormavu,Super built-up Area,Under Construction,1130.0,2.0,2.0,1.0,4230000.0,565.0,1.0
Yelachenahalli,Super built-up Area,Ready To Move,1080.0,2.0,2.0,2.0,5500000.0,540.0,1.0
Singasandra,Built-up Area,Ready To Move,3126.0,4.0,4.0,0.0,12000000.0,781.5,1.0
Begur Road,Super built-up Area,Ready To Move,1410.0,3.0,2.0,3.0,5217000.0,470.0,0.6666666666666666
Bommanahalli,Super built-up Area,Ready To Move,1375.0,3.0,3.0,2.0,5900000.0,458.3333333333333,1.0
Hennur Road,Super built-up Area,Ready To Move,1290.0,3.0,2.0,1.0,9450000.0,430.0,0.6666666666666666
Hosa Road,Super built-up Area,Under Construction,1318.0,3.0,2.0,1.0,8528000.0,439.3333333333333,0.6666666666666666
Electronic City,Super built-up Area,Ready To Move,1128.0,2.0,2.0,1.0,6800000.0,564.0,1.0
other,Plot Area,Ready To Move,4428.0,4.0,4.0,2.0,25500000.0,1107.0,1.0
Kanakpura Road,Super built-up Area,Under Construction,1051.0,2.0,2.0,2.0,5674000.0,525.5,1.0
Kannamangala,Plot Area,Ready To Move,2400.0,4.0,4.0,1.0,13000000.0,600.0,1.0
Yelahanka,Super built-up Area,Ready To Move,1327.0,2.0,2.0,3.0,8500000.0,663.5,1.0
Thigalarapalya,Super built-up Area,Ready To Move,2912.0,4.0,6.0,2.0,21000000.0,728.0,1.5
other,Super built-up Area,Ready To Move,1301.0,2.0,2.0,2.0,5500000.0,650.5,1.0
other,Super built-up Area,Ready To Move,650.0,1.0,1.0,0.0,3000000.0,650.0,1.0
Varthur,Plot Area,Under Construction,1200.0,3.0,3.0,1.0,6775000.0,400.0,1.0
other,Super built-up Area,Ready To Move,1500.0,3.0,2.0,2.0,8999000.0,500.0,0.6666666666666666
other,Plot Area,Ready To Move,1350.0,4.0,4.0,2.0,14500000.0,337.5,1.0
Electronic City Phase II,Built-up Area,Under Construction,1000.0,2.0,2.0,1.0,2888000.0,500.0,1.0
Sarjapur  Road,Super built-up Area,Under Construction,984.0,2.0,2.0,1.0,4591000.0,492.0,1.0
Hebbal,Super built-up Area,Under Construction,1355.0,3.0,3.0,1.0,8387000.0,451.6666666666667,1.0
Sarakki Nagar,Super built-up Area,Ready To Move,2145.0,3.0,4.0,1.0,27000000.0,715.0,1.3333333333333333
Malleshwaram,Super built-up Area,Ready To Move,2475.0,3.0,4.0,3.0,30000000.0,825.0,1.3333333333333333
other,Super built-up Area,Ready To Move,910.0,1.0,1.0,1.0,4200000.0,910.0,1.0
other,Super built-up Area,Under Construction,1250.0,3.0,3.0,2.0,3900000.0,416.6666666666667,1.0
