city,locality,property_type,area_sqft,bhk,bathrooms,floor_no,total_floors,age_years,furnishing,parking,gym,pool,security,schools_score,hospitals_score,price,floor_ratio,bath_per_bhk,area_per_bhk,rooms_total,amenities_count,is_ground_floor,age_bucket
Mumbai,Andheri West,Apartment,1721.7,3,2,0,12,1,Unfurnished,1,0,0,1,6.62,3.59,45523000,0.0,0.6666666666666666,573.9,5,2,1,New
Pune,Wagholi,Villa,635.8,1,1,0,7,14,Unfurnished,1,0,0,0,5.75,2.79,3782000,0.0,1.0,635.8,2,1,1,Established
Pune,Koregaon Park,Plot,2031.1,0,0,0,0,0,Unfurnished,0,0,0,0,3.8,4.56,20366000,0.0,0.0,2031.1,0,0,1,New
Mumbai,Chembur,Apartment,1565.5,3,2,7,8,4,Semi-Furnished,2,1,0,0,9.52,6.31,42812000,0.875,0.6666666666666666,521.8333333333334,5,2,0,Recent
Mumbai,Panvel,Plot,1679.6,0,0,0,0,0,Unfurnished,1,0,0,0,6.29,3.53,10127000,0.0,0.0,1679.6,0,1,1,New
Nagpur,Kalmna,Apartment,1706.1,2,1,2,7,8,Semi-Furnished,0,1,0,1,5.27,5.55,5474000,0.2857142857142857,0.5,853.05,3,2,0,Established
Nagpur,Civil Lines,Apartment,1289.4,3,2,0,13,0,Semi-Furnished,1,1,0,1,5.3,4.87,14196000,0.0,0.6666666666666666,429.8,5,3,1,New
Nagpur,Manish Nagar,Apartment,1585.1,3,3,2,10,9,Semi-Furnished,0,1,0,0,5.27,5.37,6995000,0.2,1.0,528.3666666666667,6,1,0,Established
Nagpur,Dharampeth,Apartment,2071.9,4,3,4,7,21,Semi-Furnished,1,0,0,1,6.0,7.47,15862000,0.5714285714285714,0.75,517.975,7,2,0,Old
Nagpur,Hingna,Plot,1805.1,0,0,0,0,0,Unfurnished,1,0,0,0,5.88,7.54,4112000,0.0,0.0,1805.1,0,1,1,New
Pune,Wakad,Apartment,1028.2,2,1,5,10,32,Furnished,2,0,0,0,8.86,5.71,10876000,0.5,0.5,514.1,3,1,0,Old
Mumbai,Andheri West,Plot,1669.9,0,0,0,0,0,Unfurnished,1,0,0,0,8.91,5.92,46064000,0.0,0.0,1669.9,0,1,1,New
Nagpur,Manish Nagar,Apartment,1040.3,2,1,0,5,9,Furnished,1,0,1,1,5.94,4.2,5348000,0.0,0.5,520.15,3,3,1,Established
Pune,Koregaon Park,Apartment,751.6,2,1,1,1,8,Semi-Furnished,1,0,0,1,2.58,7.65,10841000,1.0,0.5,375.8,3,2,0,Established
Nagpur,Dharampeth,Apartment,1697.0,3,3,2,7,0,Semi-Furnished,0,0,0,1,6.63,5.45,13717000,0.2857142857142857,1.0,565.6666666666666,6,1,0,New
Nagpur,Besa,Plot,1465.3,0,0,0,0,0,Unfurnished,0,0,0,0,4.47,6.1,4209000,0.0,0.0,1465.3,0,0,1,New
Nagpur,Wardha Road,Plot,2260.9,0,0,0,0,0,Unfurnished,1,0,0,0,8.87,8.62,10767000,0.0,0.0,2260.9,0,1,1,New
Pune,Hadapsar,Plot,1775.8,0,0,0,0,0,Unfurnished,1,0,0,0,3.53,3.54,8998000,0.0,0.0,1775.8,0,1,1,New
Nagpur,Besa,Apartment,2396.5,4,3,1,4,1,Furnished,2,0,0,1,6.49,6.57,11257000,0.25,0.75,599.125,7,2,0,New
Nagpur,Manish Nagar,Apartment,925.0,2,2,8,13,0,Semi-Furnished,1,0,0,0,5.55,5.98,5691000,0.6153846153846154,1.0,462.5,4,1,0,New
Nagpur,Manish Nagar,Apartment,1033.9,2,2,11,23,9,Semi-Furnished,2,1,0,0,3.98,4.96,5292000,0.4782608695652174,1.0,516.95,4,2,0,Established
Pune,Hadapsar,Plot,1183.9,0,0,0,0,0,Unfurnished,0,0,0,0,5.81,7.35,7799000,0.0,0.0,1183.9,0,0,1,New
Mumbai,Bandra West,Apartment,1643.0,3,3,14,20,4,Unfurnished,1,0,0,1,4.5,6.51,67326000,0.7,1.0,547.6666666666666,6,2,0,Recent
Mumbai,Andheri West,Apartment,1023.9,2,2,1,11,5,Unfurnished,1,1,0,1,6.13,5.32,28327000,0.09090909090909091,1.0,511.95,4,3,0,Recent
Pune,Koregaon Park,Apartment,1518.5,3,2,10,10,24,Semi-Furnished,1,0,0,1,6.12,5.01,20962000,1.0,0.6666666666666666,506.1666666666667,5,2,0,Old
Pune,Hadapsar,Plot,2294.4,0,0,0,0,0,Unfurnished,0,0,0,0,4.14,4.48,11725000,0.0,0.0,2294.4,0,0,1,New
Mumbai,Malad,Apartment,1537.1,3,2,10,15,3,Semi-Furnished,1,1,0,0,8.36,5.88,34624000,0.6666666666666666,0.6666666666666666,512.3666666666667,5,2,0,Recent
Mumbai,Andheri West,Plot,3677.0,0,0,0,0,0,Unfurnished,0,0,0,0,5.44,8.66,81063000,0.0,0.0,3677.0,0,0,1,New
Pune,Wakad,Apartment,1569.9,3,3,2,10,13,Unfurnished,2,0,0,1,6.12,8.19,14540000,0.2,1.0,523.3000000000001,6,2,0,Established
Nagpur,Civil Lines,Apartment,1183.6,2,1,2,6,5,Semi-Furnished,0,0,0,0,7.79,10.0,13227000,0.3333333333333333,0.5,591.8,3,0,0,Recent
Pune,Hadapsar,Apartment,1280.6,3,2,1,1,2,Semi-Furnished,0,0,0,1,6.52,4.29,11980000,1.0,0.6666666666666666,426.8666666666666,5,1,0,New
Pune,Baner,Apartment,1153.3,2,1,1,1,12,Unfurnished,1,0,0,1,8.4,5.2,12240000,1.0,0.5,576.65,3,2,0,Established
Pune,Koregaon Park,Apartment,1936.8,5,5,2,11,14,Unfurnished,1,1,0,0,8.72,9.68,36392000,0.18181818181818182,1.0,387.36,10,2,0,Established
Pune,Baner,Villa,1395.4,3,2,12,17,11,Semi-Furnished,1,1,1,1,7.11,5.9,21999000,0.7058823529411765,0.6666666666666666,465.1333333333334,5,4,0,Established
Mumbai,Panvel,Villa,704.0,1,1,2,15,19,Unfurnished,1,1,0,1,6.41,7.49,9064000,0.13333333333333333,1.0,704.0,2,3,0,Old
Pune,Kothrud,Apartment,1325.6,2,2,10,10,12,Furnished,0,0,0,0,10.0,7.64,13817000,1.0,1.0,662.8,4,0,0,Established
Mumbai,Mira Road,Apartment,611.7,1,1,6,22,9,Furnished,0,0,0,1,6.22,3.63,9260000,0.2727272727272727,1.0,611.7,2,1,0,Established
Nagpur,Kalmna,Apartment,1240.2,2,1,1,5,4,Unfurnished,1,1,0,0,7.43,8.64,4554000,0.2,0.5,620.1,3,2,0,Recent
Nagpur,Kalmna,Apartment,1633.1,3,3,0,1,16,Semi-Furnished,2,0,0,1,7.95,8.56,5017000,0.0,1.0,544.3666666666667,6,2,1,Old
Mumbai,Goregaon,Apartment,1993.1,3,3,10,12,0,Unfurnished,1,0,0,0,7.03,1.49,45986000,0.8333333333333334,1.0,664.3666666666667,6,1,0,New
Mumbai,Malad,Plot,1826.3,0,0,0,0,0,Unfurnished,1,0,0,0,8.65,9.05,26360000,0.0,0.0,1826.3,0,1,1,New
Pune,Kalyani Nagar,Apartment,859.4,2,2,6,8,20,Semi-Furnished,1,1,0,1,6.34,3.78,12621000,0.75,1.0,429.7,4,3,0,Old
Nagpur,Besa,Plot,1584.8,0,0,0,0,0,Unfurnished,0,0,0,0,9.54,8.2,5817000,0.0,0.0,1584.8,0,0,1,New
Nagpur,Wardha Road,Apartment,1195.2,2,2,1,8,2,Unfurnished,0,0,0,1,7.28,5.04,7550000,0.125,1.0,597.6,4,1,0,New
Nagpur,Hingna,Plot,2661.1,0,0,0,0,0,Unfurnished,1,0,0,0,7.3,9.09,6898000,0.0,0.0,2661.1,0,1,1,New
Pune,Kalyani Nagar,Villa,1436.3,3,3,3,3,14,Furnished,1,1,0,1,5.28,5.6,28765000,1.0,1.0,478.76666666666665,6,3,0,Established
Pune,Wagholi,Apartment,777.2,1,1,4,8,0,Unfurnished,1,0,0,0,9.3,7.51,4898000,0.5,1.0,777.2,2,1,0,New
Nagpur,Hingna,Apartment,1058.5,2,2,3,11,7,Semi-Furnished,1,0,0,0,4.14,9.48,3785000,0.2727272727272727,1.0,529.25,4,1,0,Recent
Pune,Kothrud,Plot,800.0,0,0,0,0,0,Unfurnished,0,0,0,0,3.46,10.0,6687000,0.0,0.0,800.0,0,0,1,New
Nagpur,Besa,Villa,3224.5,5,5,1,8,6,Semi-Furnished,2,0,1,1,6.43,2.71,20510000,0.125,1.0,644.9,10,3,0,Recent
Pune,Kothrud,Plot,1014.7,0,0,0,0,0,Unfurnished,0,0,0,0,4.07,9.02,8418000,0.0,0.0,1014.7,0,0,1,New
Mumbai,Malad,Villa,2685.6,5,5,9,12,3,Unfurnished,2,1,0,1,4.28,7.46,55201000,0.75,1.0,537.12,10,3,0,Recent
Nagpur,Hingna,Apartment,1210.0,3,2,3,6,9,Unfurnished,1,0,0,1,4.33,8.65,4681000,0.5,0.6666666666666666,403.3333333333333,5,2,0,Established
Mumbai,Mira Road,Villa,1827.6,3,2,4,9,5,Furnished,1,1,1,0,8.59,6.27,31756000,0.4444444444444444,0.6666666666666666,609.1999999999999,5,3,0,Recent
Nagpur,Civil Lines,Apartment,1232.9,2,2,7,7,0,Unfurnished,1,0,0,1,1.82,4.45,13730000,1.0,1.0,616.45,4,2,0,New
Nagpur,Besa,Apartment,2387.6,5,4,5,11,1,Semi-Furnished,1,0,0,1,6.94,8.56,10695000,0.45454545454545453,0.8,477.52,9,2,0,New
Mumbai,Panvel,Apartment,1713.9,3,3,8,16,3,Unfurnished,0,1,0,1,4.84,9.14,17914000,0.5,1.0,571.3000000000001,6,2,0,Recent
Nagpur,Kalmna,Apartment,1074.8,2,2,4,6,0,Unfurnished,0,1,1,1,5.21,5.69,3630000,0.6666666666666666,1.0,537.4,4,3,0,New
Mumbai,Panvel,Villa,1184.3,2,1,5,11,19,Semi-Furnished,1,1,0,1,5.69,4.16,13820000,0.45454545454545453,0.5,592.15,3,3,0,Old
Mumbai,Malad,Apartment,2043.4,3,2,1,8,6,Unfurnished,2,1,0,1,7.0,8.71,44719000,0.125,0.6666666666666666,681.1333333333333,5,3,0,Recent
Nagpur,Wardha Road,Apartment,1330.6,2,2,9,9,4,Semi-Furnished,1,1,0,0,8.79,1.74,8029000,1.0,1.0,665.3,4,2,0,Recent
Mumbai,Goregaon,Apartment,777.0,2,1,4,14,4,Semi-Furnished,1,0,0,1,7.29,5.72,17249000,0.2857142857142857,0.5,388.5,3,2,0,Recent
Pune,Wagholi,Apartment,753.9,2,1,1,6,5,Unfurnished,1,0,0,1,8.02,5.77,4794000,0.16666666666666666,0.5,376.95,3,2,0,Recent
Nagpur,Kalmna,Apartment,1764.0,3,2,0,1,1,Unfurnished,1,0,0,1,8.42,7.07,6177000,0.0,0.6666666666666666,588.0,5,2,1,New
Mumbai,Mira Road,Apartment,2012.5,3,2,12,13,10,Furnished,2,1,0,1,6.27,6.21,27342000,0.9230769230769231,0.6666666666666666,670.8333333333334,5,3,0,Established
Pune,Hadapsar,Villa,448.4,1,1,4,8,4,Semi-Furnished,1,0,1,1,7.68,3.79,4840000,0.5,1.0,448.4,2,3,0,Recent
Pune,Hinjewadi,Apartment,1548.0,3,3,8,14,10,Unfurnished,1,0,1,0,6.08,2.08,12401000,0.5714285714285714,1.0,516.0,6,2,0,Established
Mumbai,Malad,Apartment,1905.9,3,2,8,18,7,Unfurnished,0,1,0,1,4.38,6.28,31427000,0.4444444444444444,0.6666666666666666,635.3000000000001,5,2,0,Recent
Mumbai,Malad,Apartment,1643.3,3,3,9,13,15,Unfurnished,1,1,0,1,4.47,3.18,25997000,0.6923076923076923,1.0,547.7666666666667,6,3,0,Established
Nagpur,Manish Nagar,Apartment,1731.7,3,3,0,15,1,Semi-Furnished,1,1,0,0,7.03,5.76,9504000,0.0,1.0,577.2333333333333,6,2,1,New
Mumbai,Chembur,Villa,2198.5,4,4,16,18,2,Furnished,1,0,1,0,6.55,4.49,74539000,0.8888888888888888,1.0,549.625,8,2,0,New
Nagpur,Kalmna,Apartment,1365.6,3,3,7,7,2,Furnished,1,0,0,0,4.48,6.99,4491000,1.0,1.0,455.2,6,1,0,New
Mumbai,Powai,Apartment,1159.9,2,1,14,17,0,Semi-Furnished,1,0,0,0,3.67,8.08,37980000,0.8235294117647058,0.5,579.95,3,1,0,New
Pune,Kalyani Nagar,Villa,1267.0,2,1,7,8,1,Furnished,0,0,0,1,7.12,6.12,21600000,0.875,0.5,633.5,3,1,0,New
Nagpur,Civil Lines,Villa,1259.9,3,3,1,7,16,Unfurnished,1,0,0,1,5.25,3.88,14649000,0.14285714285714285,1.0,419.9666666666667,6,2,0,Old
Nagpur,Dharampeth,Apartment,2404.6,4,4,1,4,5,Unfurnished,1,0,0,1,7.07,6.7,16224000,0.25,1.0,601.15,8,2,0,Recent
Pune,Kothrud,Villa,2358.5,3,3,1,1,1,Semi-Furnished,1,0,0,0,7.03,4.04,38741000,1.0,1.0,786.1666666666666,6,1,0,New
Mumbai,Malad,Apartment,1246.7,2,2,1,12,4,Unfurnished,0,0,1,1,7.1,7.19,23441000,0.08333333333333333,1.0,623.35,4,2,0,Recent
Mumbai,Goregaon,Apartment,1243.3,2,2,11,17,4,Unfurnished,1,0,0,0,6.25,6.5,26969000,0.6470588235294118,1.0,621.65,4,1,0,Recent
Pune,Wagholi,Villa,1460.3,3,2,10,15,4,Semi-Furnished,0,0,0,0,5.56,4.21,11028000,0.6666666666666666,0.6666666666666666,486.76666666666665,5,0,0,Recent
Nagpur,Manish Nagar,Apartment,1050.8,2,1,5,9,7,Furnished,0,0,0,0,3.85,9.28,6183000,0.5555555555555556,0.5,525.4,3,0,0,Recent
Mumbai,Andheri West,Plot,3991.3,0,0,0,0,0,Unfurnished,0,0,0,0,7.19,5.5,79226000,0.0,0.0,3991.3,0,0,1,New
Pune,Hinjewadi,Plot,3359.1,0,0,0,0,0,Unfurnished,1,0,0,0,5.56,4.45,16130000,0.0,0.0,3359.1,0,1,1,New
Nagpur,Manish Nagar,Apartment,985.8,2,2,5,8,0,Furnished,1,1,0,0,10.0,6.66,6200000,0.625,1.0,492.9,4,2,0,New
Pune,Wagholi,Apartment,1536.8,3,2,2,5,23,Furnished,0,1,0,1,5.61,5.69,8519000,0.4,0.6666666666666666,512.2666666666667,5,2,0,Old
Mumbai,Malad,Villa,1823.6,4,4,12,16,1,Semi-Furnished,0,1,0,0,5.61,7.64,45939000,0.75,1.0,455.9,8,1,0,New
Nagpur,Hingna,Apartment,2294.3,4,4,8,9,13,Semi-Furnished,0,0,1,1,5.24,5.87,8977000,0.8888888888888888,1.0,573.575,8,2,0,Established
Pune,Baner,Plot,2325.3,0,0,0,0,0,Unfurnished,0,0,0,0,3.0,8.49,16737000,0.0,0.0,2325.3,0,0,1,New
Mumbai,Panvel,Plot,3130.1,0,0,0,0,0,Unfurnished,0,0,0,0,5.77,7.45,21584000,0.0,0.0,3130.1,0,0,1,New
Pune,Kalyani Nagar,Apartment,1225.6,2,2,7,8,0,Unfurnished,0,0,0,0,6.65,6.89,18336000,0.875,1.0,612.8,4,0,0,New
Mumbai,Malad,Apartment,1240.1,2,1,1,19,3,Unfurnished,1,1,0,0,7.16,4.37,24155000,0.05263157894736842,0.5,620.05,3,2,0,Recent
Nagpur,Hingna,Apartment,1651.4,3,2,1,9,1,Unfurnished,0,0,0,0,3.53,7.24,5396000,0.1111111111111111,0.6666666666666666,550.4666666666667,5,0,0,New
Pune,Baner,Villa,1291.1,3,2,6,16,14,Semi-Furnished,2,0,0,0,9.84,6.93,20638000,0.375,0.6666666666666666,430.3666666666666,5,1,0,Established
Mumbai,Mira Road,Apartment,1944.2,3,3,0,15,0,Unfurnished,0,1,0,1,8.79,5.57,24382000,0.0,1.0,648.0666666666667,6,2,1,New
Mumbai,Panvel,Apartment,2836.1,5,4,8,11,1,Semi-Furnished,1,1,0,1,3.47,2.31,24909000,0.7272727272727273,0.8,567.22,9,3,0,New
Nagpur,Kalmna,Apartment,2353.1,3,3,3,13,12,Semi-Furnished,2,0,0,1,6.02,8.13,8343000,0.23076923076923078,1.0,784.3666666666667,6,2,0,Established
Pune,Wagholi,Apartment,2549.9,4,3,0,4,2,Semi-Furnished,0,0,0,1,4.05,7.87,16734000,0.0,0.75,637.475,7,1,1,New
Pune,Kalyani Nagar,Apartment,1185.2,2,1,0,3,8,Unfurnished,1,0,0,1,4.08,4.24,14077000,0.0,0.5,592.6,3,2,1,Established
Mumbai,Andheri West,Apartment,783.1,2,1,23,24,0,Unfurnished,2,1,0,0,6.65,8.82,24339000,0.9583333333333334,0.5,391.55,3,2,0,New
Mumbai,Goregaon,Apartment,1703.8,3,2,13,16,16,Furnished,2,0,0,0,6.11,5.37,36346000,0.8125,0.6666666666666666,567.9333333333333,5,1,0,Old
Mumbai,Panvel,Villa,2465.0,4,3,6,10,5,Semi-Furnished,2,1,1,1,2.67,8.59,38603000,0.6,0.75,616.25,7,4,0,Recent
Nagpur,Civil Lines,Apartment,2582.4,4,4,11,12,0,Unfurnished,2,0,0,1,6.25,7.99,26839000,0.9166666666666666,1.0,645.6,8,2,0,New
Mumbai,Andheri West,Apartment,1036.8,2,1,1,3,19,Semi-Furnished,1,1,0,0,7.51,10.0,34117000,0.3333333333333333,0.5,518.4,3,2,0,Old
Pune,Hadapsar,Villa,2121.0,3,2,7,13,7,Semi-Furnished,1,1,1,1,8.6,7.96,26116000,0.5384615384615384,0.6666666666666666,707.0,5,4,0,Recent
Nagpur,Civil Lines,Apartment,1829.6,4,3,4,4,3,Semi-Furnished,2,0,0,1,6.07,6.98,18667000,1.0,0.75,457.4,7,2,0,Recent
Mumbai,Powai,Apartment,2164.0,4,4,10,15,14,Semi-Furnished,1,0,0,0,6.49,9.83,61099000,0.6666666666666666,1.0,541.0,8,1,0,Established
Nagpur,Wardha Road,Villa,1084.2,2,2,0,8,8,Semi-Furnished,2,0,1,1,5.59,2.39,7555000,0.0,1.0,542.1,4,3,1,Established
Mumbai,Powai,Apartment,2228.8,4,4,8,16,12,Unfurnished,1,1,0,1,6.58,3.23,60126000,0.5,1.0,557.2,8,3,0,Established
Nagpur,Ramdaspeth,Villa,1965.3,3,3,5,7,23,Unfurnished,1,0,0,1,7.82,7.81,19291000,0.7142857142857143,1.0,655.1,6,2,0,Old
Mumbai,Panvel,Apartment,827.5,3,2,4,11,23,Unfurnished,1,1,0,1,4.09,4.94,7052000,0.36363636363636365,0.6666666666666666,275.8333333333333,5,3,0,Old
Nagpur,Besa,Apartment,2137.4,4,3,1,5,5,Semi-Furnished,1,0,0,1,3.4,3.79,8847000,0.2,0.75,534.35,7,2,0,Recent
Pune,Kothrud,Apartment,1991.1,3,2,1,4,7,Semi-Furnished,0,0,0,1,6.83,7.35,22499000,0.25,0.6666666666666666,663.6999999999999,5,1,0,Recent
Mumbai,Andheri West,Villa,1326.8,2,2,4,4,3,Semi-Furnished,1,0,0,0,6.12,8.94,60099000,1.0,1.0,663.4,4,1,0,Recent
Pune,Koregaon Park,Plot,3771.4,0,0,0,0,0,Unfurnished,0,0,0,0,5.3,5.64,33964000,0.0,0.0,3771.4,0,0,1,New
Nagpur,Kalmna,Apartment,3278.8,5,5,5,5,0,Unfurnished,0,0,0,1,9.13,7.31,11699000,1.0,1.0,655.76,10,1,0,New
Pune,Wakad,Apartment,498.3,1,1,9,10,6,Furnished,1,0,0,1,9.02,8.54,5993000,0.9,1.0,498.3,2,2,0,Recent
Mumbai,Andheri West,Apartment,1044.4,2,1,5,18,4,Semi-Furnished,1,1,0,0,7.49,5.37,30955000,0.2777777777777778,0.5,522.2,3,2,0,Recent
Mumbai,Bandra West,Apartment,900.4,2,2,16,16,3,Semi-Furnished,0,0,0,0,7.39,6.13,43169000,1.0,1.0,450.2,4,0,0,Recent
Pune,Kalyani Nagar,Apartment,1322.4,2,2,0,6,1,Unfurnished,1,1,0,1,8.66,9.49,18675000,0.0,1.0,661.2,4,3,1,New
Pune,Koregaon Park,Apartment,1456.7,2,1,4,11,19,Semi-Furnished,1,0,0,0,4.73,3.7,18633000,0.36363636363636365,0.5,728.35,3,1,0,Old
Mumbai,Panvel,Apartment,2458.3,5,4,9,10,0,Unfurnished,1,0,0,0,6.83,9.14,22764000,0.9,0.8,491.66,9,1,0,New
Mumbai,Powai,Apartment,1453.0,2,1,10,12,0,Furnished,1,1,0,1,5.85,7.05,41362000,0.8333333333333334,0.5,726.5,3,3,0,New
Pune,Kothrud,Villa,2025.1,3,3,6,13,2,Unfurnished,0,0,1,0,7.21,7.61,37576000,0.46153846153846156,1.0,675.0333333333333,6,1,0,New
Pune,Wagholi,Apartment,730.1,1,1,3,3,0,Semi-Furnished,1,0,0,0,6.45,6.38,5063000,1.0,1.0,730.1,2,1,0,New
Mumbai,Andheri West,Apartment,1195.2,2,2,12,12,0,Semi-Furnished,1,0,0,0,8.5,5.67,45404000,1.0,1.0,597.6,4,1,0,New
Pune,Wagholi,Apartment,1743.3,3,2,8,12,2,Unfurnished,2,0,0,0,8.0,4.13,10996000,0.6666666666666666,0.6666666666666666,581.1,5,1,0,New
Nagpur,Besa,Plot,2798.8,0,0,0,0,0,Unfurnished,0,0,0,0,4.93,9.09,8975000,0.0,0.0,2798.8,0,0,1,New
Nagpur,Civil Lines,Apartment,1410.9,2,1,0,3,0,Semi-Furnished,0,0,0,1,5.86,8.73,15303000,0.0,0.5,705.45,3,1,1,New
Pune,Hadapsar,Villa,1274.5,2,1,6,6,9,Semi-Furnished,2,1,0,0,4.97,6.07,12866000,1.0,0.5,637.25,3,2,0,Established
Pune,Wakad,Villa,1060.8,2,1,2,3,13,Semi-Furnished,0,0,1,1,8.63,3.7,10727000,0.6666666666666666,0.5,530.4,3,2,0,Established
Pune,Hadapsar,Plot,2100.2,0,0,0,0,0,Unfurnished,1,0,0,0,5.78,4.91,10465000,0.0,0.0,2100.2,0,1,1,New
Pune,Hadapsar,Plot,1877.1,0,0,0,0,0,Unfurnished,1,0,0,0,7.14,4.89,10948000,0.0,0.0,1877.1,0,1,1,New
Nagpur,Dharampeth,Apartment,982.1,3,3,6,7,3,Semi-Furnished,1,0,0,1,4.75,7.62,7350000,0.8571428571428571,1.0,327.3666666666667,6,2,0,Recent
Pune,Hadapsar,Apartment,2212.6,3,2,2,6,2,Unfurnished,2,0,0,0,6.1,8.16,15277000,0.3333333333333333,0.6666666666666666,737.5333333333333,5,1,0,New
Mumbai,Malad,Apartment,816.7,1,1,6,15,1,Semi-Furnished,1,1,0,1,8.79,6.11,17097000,0.4,1.0,816.7,2,3,0,New
Nagpur,Ramdaspeth,Apartment,1561.1,3,3,8,8,20,Semi-Furnished,1,0,0,0,6.14,6.22,12048000,1.0,1.0,520.3666666666667,6,1,0,Old
Pune,Hinjewadi,Villa,601.5,1,1,5,16,9,Semi-Furnished,1,0,0,1,6.68,5.87,7197000,0.3125,1.0,601.5,2,2,0,Established
Nagpur,Kalmna,Villa,320.0,1,1,1,8,15,Semi-Furnished,1,0,0,1,5.25,3.27,1228000,0.125,1.0,320.0,2,2,0,Established
Mumbai,Malad,Apartment,1176.3,2,2,3,3,4,Unfurnished,1,1,0,1,4.08,5.92,21771000,1.0,1.0,588.15,4,3,0,Recent
Pune,Kalyani Nagar,Apartment,1263.9,2,1,5,5,2,Unfurnished,1,0,0,1,5.97,3.86,15188000,1.0,0.5,631.95,3,2,0,New
Mumbai,Chembur,Apartment,916.6,2,2,8,13,8,Unfurnished,1,0,0,1,8.46,6.55,20453000,0.6153846153846154,1.0,458.3,4,2,0,Established
Nagpur,Kalmna,Apartment,1981.6,3,2,0,1,8,Furnished,1,0,0,0,8.87,7.4,7626000,0.0,0.6666666666666666,660.5333333333333,5,1,1,Established
Pune,Hinjewadi,Villa,783.5,2,1,1,5,1,Furnished,0,0,0,1,3.18,5.27,9008000,0.2,0.5,391.75,3,1,0,New
Nagpur,Hingna,Apartment,2902.5,4,3,1,8,1,Unfurnished,1,0,0,1,7.01,8.34,11416000,0.125,0.75,725.625,7,2,0,New
Nagpur,Wardha Road,Villa,882.2,2,1,5,11,14,Furnished,0,0,1,0,4.03,6.91,6227000,0.45454545454545453,0.5,441.1,3,1,0,Established
Nagpur,Wardha Road,Apartment,320.0,1,1,10,11,12,Unfurnished,1,0,0,0,5.63,5.82,1925000,0.9090909090909091,1.0,320.0,2,1,0,Established
Nagpur,Civil Lines,Apartment,1144.4,2,1,6,7,11,Unfurnished,1,1,0,0,6.53,5.62,9634000,0.8571428571428571,0.5,572.2,3,2,0,Established
Nagpur,Kalmna,Apartment,1959.1,3,2,12,16,3,Semi-Furnished,1,0,0,1,6.0,6.66,6631000,0.75,0.6666666666666666,653.0333333333333,5,2,0,Recent
Mumbai,Malad,Apartment,1176.4,2,1,13,13,2,Semi-Furnished,1,0,1,1,7.43,4.65,21937000,1.0,0.5,588.2,3,3,0,New
Pune,Baner,Apartment,2444.2,5,5,1,1,0,Semi-Furnished,1,0,0,1,8.16,10.0,34728000,1.0,1.0,488.84,10,2,0,New
Nagpur,Kalmna,Apartment,967.2,2,1,5,7,4,Semi-Furnished,1,1,0,1,6.83,7.83,3865000,0.7142857142857143,0.5,483.6,3,3,0,Recent
Nagpur,Ramdaspeth,Apartment,1450.9,3,2,17,17,1,Unfurnished,0,0,0,0,7.52,4.87,13067000,1.0,0.6666666666666666,483.6333333333334,5,0,0,New
Mumbai,Mira Road,Apartment,567.7,1,1,2,13,5,Semi-Furnished,2,1,1,0,8.69,7.21,7668000,0.15384615384615385,1.0,567.7,2,3,0,Recent
Pune,Hadapsar,Apartment,2386.6,3,2,4,16,2,Furnished,0,0,1,1,5.59,5.76,20355000,0.25,0.6666666666666666,795.5333333333333,5,2,0,New
Mumbai,Bandra West,Apartment,1382.1,2,1,20,22,0,Furnished,1,0,0,0,6.31,5.77,64824000,0.9090909090909091,0.5,691.05,3,1,0,New
Nagpur,Wardha Road,Apartment,968.4,2,1,5,5,7,Furnished,1,1,1,1,10.0,6.71,6824000,1.0,0.5,484.2,3,4,0,Recent
Pune,Hinjewadi,Plot,1928.1,0,0,0,0,0,Unfurnished,1,0,0,0,7.83,5.94,12184000,0.0,0.0,1928.1,0,1,1,New
Mumbai,Mira Road,Apartment,2507.8,4,3,8,13,2,Unfurnished,0,0,0,0,5.08,5.46,33306000,0.6153846153846154,0.75,626.95,7,0,0,New
Nagpur,Civil Lines,Apartment,1389.4,2,1,3,8,3,Furnished,1,0,0,1,10.0,5.61,16304000,0.375,0.5,694.7,3,2,0,Recent
Pune,Koregaon Park,Apartment,1570.3,2,1,4,9,5,Unfurnished,1,0,0,1,7.26,6.44,24793000,0.4444444444444444,0.5,785.15,3,2,0,Recent
Mumbai,Malad,Apartment,829.4,2,1,0,16,0,Furnished,2,0,0,1,9.01,1.89,16056000,0.0,0.5,414.7,3,2,1,New
Pune,Hinjewadi,Apartment,403.1,1,1,1,1,1,Furnished,1,0,0,1,4.85,9.02,4136000,1.0,1.0,403.1,2,2,0,New
Pune,Hadapsar,Apartment,1497.4,3,3,12,14,6,Unfurnished,1,1,0,1,5.99,6.44,12822000,0.8571428571428571,1.0,499.1333333333334,6,3,0,Recent
Nagpur,Wardha Road,Villa,1209.6,2,1,5,14,1,Semi-Furnished,0,1,0,0,7.95,5.52,10878000,0.35714285714285715,0.5,604.8,3,1,0,New
Nagpur,Kalmna,Plot,2117.8,0,0,0,0,0,Unfurnished,1,0,0,0,9.09,8.2,4893000,0.0,0.0,2117.8,0,1,1,New
Nagpur,Besa,Apartment,2261.0,3,3,3,4,3,Semi-Furnished,2,0,0,0,6.96,9.82,10028000,0.75,1.0,753.6666666666666,6,1,0,Recent
Nagpur,Wardha Road,Villa,1801.0,4,3,14,16,1,Furnished,1,0,1,1,9.37,5.84,18787000,0.875,0.75,450.25,7,3,0,New
